SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
fd26833a,3b4ff962,062c154c,NYC,New York City,91,13.666666666666666,19,24,NA,23,21,17,55,3,58,1,1,NA,0,611,3587,27368,76,82,90,82,93,90,97,0,0,0,0,0,0,0,52,48,11,1,32,10,18,37,2,23,58,0,7,0,0
014b4acb,3b4ff962,062c154c,NYC,New York City,90,10,17.333333333333332,15,NA,18,23,15,85,2,40,1,1,NA,0,519,6161,28757,38,66,88,90,75,89,73,0,0,0,0,0,0,0,50,50,18,2,43,15,27,10,2,23,88,0,12,2,0
f1ff3d56,3b4ff962,062c154c,NYC,New York City,91,NA,NA,NA,NA,13,24,15,78,2,11,1,1,NA,0,187,9558,30477,99,38,25,24,0,0,0,0,0,0,0,0,0,0,47,53,18,16,63,9,7,1,5,26,81,0,2,0,0
a2c58671,3b4ff962,062c154c,NYC,New York City,90,10.666666666666666,13,20,NA,NA,NA,NA,90,0,40,2,1,NA,0,365,8545,30494,15,70,58,48,51,64,59,0,0,0,0,0,0,0,47,53,18,1,66,9,21,1,1,26,91,0,17,1,1
634308b6,3b4ff962,062c154c,NYC,New York City,90,13.333333333333334,15,26.5,30,NA,NA,NA,76,4,27,1,1,NA,5,280,5497,26862,0,0,0,0,0,0,0,86,81,113,0,0,0,0,48,52,11,1,59,9,19,8,4,26,80,0,11,0,0
3a49e066,3b4ff962,062c154c,NYC,New York City,93,14,16.666666666666668,16,NA,17,21,18,49,4,29,0,0,NA,0,406,4111,23512,42,68,68,64,61,54,47,0,0,0,0,0,0,0,53,47,6,1,25,11,25,33,5,22,53,0,7,0,1
204a8b1d,3b4ff962,062c154c,NYC,New York City,94,16,19,21.5,NA,NA,NA,NA,78,3,34,0,0,NA,0,314,4350,25727,0,0,0,0,0,0,0,106,104,103,0,0,0,0,52,48,8,1,28,18,38,13,3,23,81,0,8,0,0
d4644dc3,3b4ff962,062c154c,NYC,New York City,92,30,28,30,29,NA,NA,NA,69,6,252,17,3,NA,0,3905,3437,19509,0,0,0,0,0,0,0,0,0,0,921,1113,957,912,45,55,3,1,20,43,14,20,2,17,75,0,4,0,0
19f6eee2,3b4ff962,062c154c,NYC,New York City,89,22,20,24.75,21.5,NA,NA,NA,69,4,224,16,2,NA,0,3766,3657,19987,0,0,0,0,0,0,0,0,0,0,1111,1038,752,860,54,46,14,0,11,20,16,51,2,14,73,0,7,0,1
f9953619,3b4ff962,062c154c,NYC,New York City,89,23,25,25.75,25,NA,NA,NA,55,7,63,4,1,NA,1,998,3639,21888,0,0,0,0,0,0,0,0,0,0,237,290,210,261,47,53,2,0,21,24,13,40,2,18,62,0,3,0,0
e792dcd6,3b4ff962,062c154c,NYC,New York City,96,23,27,25,24,NA,NA,NA,67,6,35,3,1,NA,0,616,4389,19524,0,0,0,0,0,0,0,0,0,0,162,160,159,135,42,58,2,1,72,8,13,4,1,16,73,0,4,0,0
e88c3aac,3b4ff962,062c154c,NYC,New York City,80,NA,25,21.5,30,NA,NA,NA,86,2,44,3,1,NA,2,465,3817,24938,0,0,0,0,0,0,0,0,0,0,113,122,123,106,59,41,28,2,20,21,15,39,3,17,88,0,11,0,0
4226097c,3b4ff962,062c154c,NYC,New York City,59,NA,5.5,5.5,6,NA,NA,NA,91,1,25,2,1,NA,1,175,5688,29235,0,0,0,0,0,0,0,0,0,0,12,49,49,65,70,30,11,1,33,6,40,20,1,35,91,0,10,2,0
239eb317,03759bb1,062c154c,Charter School,New York City,91,26,26,NA,NA,NA,NA,NA,73,2,20,0,0,63,11,644,2220,22195,0,47,59,52,90,64,81,80,92,78,0,0,0,0,51,49,19,0,67,2,8,22,1,20,75,0,7,0,0
660769a2,03759bb1,062c154c,Charter School,New York City,72,58.5,49,46,NA,45,NA,26,87,4,42,0,0,21,5,532,2535,19158,0,28,49,56,47,64,59,70,86,73,0,0,0,0,50,50,16,1,61,11,20,5,2,19,91,0,8,0,0
f1972635,03759bb1,062c154c,Charter School,New York City,43,13,13,12,17,NA,NA,NA,95,2,23,0,0,63,32,243,2881,29815,0,0,0,0,0,0,0,0,0,0,0,58,75,110,58,42,5,2,64,4,25,6,0,46,97,0,14,0,0
198ece60,03759bb1,062c154c,Charter School,New York City,97,33,33,31,NA,NA,NA,NA,83,7,48,0,3,60,0,810,1763,15081,0,85,94,87,85,83,96,103,92,85,0,0,0,0,50,50,9,1,86,1,9,1,2,15,90,0,9,0,0
cc4f31aa,03759bb1,062c154c,Charter School,New York City,90,19,21,20,20,NA,NA,NA,75,3,36,5,0,43,1,316,0,25869,0,0,0,0,0,0,0,0,0,0,60,72,87,96,57,43,6,1,79,5,10,3,1,19,78,0,4,1,0
a17ef0c2,03759bb1,062c154c,Charter School,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebd9068f,24685265,062c154c,NYC,New York City,89,11.333333333333334,7,25,NA,22,28,13,97,0,20,1,2,NA,1,141,10451,43916,0,13,22,28,29,21,24,0,0,0,0,0,0,0,50,50,9,1,70,4,24,1,1,21,97,0,18,1,0
e280fb50,24685265,062c154c,NYC,New York City,88,8,7,18,NA,9,8,11,87,0,19,1,0,NA,0,150,9831,37252,29,30,28,14,13,18,18,0,0,0,0,0,0,0,45,55,3,2,71,0,21,2,4,36,87,0,15,0,1
812c7e5e,24685265,062c154c,NYC,New York City,89,4,12.333333333333334,18,NA,13,17,11,100,0,11,1,1,NA,0,103,10669,43785,15,11,13,17,13,16,18,0,0,0,0,0,0,0,48,52,11,0,53,1,44,1,0,32,100,0,20,3,1
b4eacb8f,24685265,062c154c,NYC,New York City,87,9.333333333333334,11.833333333333334,14,NA,13,29,4,95,1,24,2,1,NA,2,372,5095,29520,66,24,38,30,25,36,37,36,33,47,0,0,0,0,49,51,33,1,34,1,63,0,0,24,97,0,35,1,0
524b0d25,24685265,062c154c,NYC,New York City,91,11.333333333333334,11.333333333333334,20,NA,15,12,14,93,2,33,1,1,NA,1,456,5523,30573,63,58,58,60,69,70,78,0,0,0,0,0,0,0,48,52,6,1,65,1,29,2,2,25,94,0,21,1,1
f3f44e0f,24685265,062c154c,NYC,New York City,86,18.333333333333332,18,19,NA,22,32,17,98,0,20,1,1,NA,0,200,7514,41050,49,31,22,32,26,21,19,0,0,0,0,0,0,0,51,49,4,1,79,0,17,1,3,22,98,0,18,1,0
1fbecd12,24685265,062c154c,NYC,New York City,87,4.666666666666667,10.857142857142858,11,NA,29,24,22,95,0,23,1,3,NA,1,299,5944,30095,50,22,29,24,27,26,22,30,34,35,0,0,0,0,49,51,21,2,61,2,31,3,1,16,95,0,35,1,1
60646914,24685265,062c154c,NYC,New York City,85,10,14.166666666666666,17,NA,NA,NA,NA,96,1,41,3,2,NA,6,421,5764,32298,26,38,45,45,40,34,46,56,46,45,0,0,0,0,51,49,9,2,65,0,31,1,1,31,96,0,31,3,0
0ddc19da,24685265,062c154c,NYC,New York City,89,6.666666666666667,6.333333333333333,10,NA,18,14,16,97,1,19,1,1,NA,0,217,5156,38996,29,32,34,28,30,35,29,0,0,0,0,0,0,0,43,57,8,1,61,1,36,2,1,27,98,0,15,3,0
39101f3a,24685265,062c154c,NYC,New York City,90,6.666666666666667,11,15,NA,18,15,14,97,0,26,1,1,NA,0,333,6391,31437,69,41,51,44,46,42,40,0,0,0,0,0,0,0,53,47,16,0,56,1,42,1,0,27,97,0,32,1,0
4c1944e2,24685265,062c154c,NYC,New York City,86,6.5,9.833333333333334,14,NA,10,17,15,96,0,42,1,2,NA,0,488,4968,28551,65,42,36,48,45,43,40,51,56,60,0,0,0,0,52,48,10,1,71,0,27,0,1,28,97,0,21,1,0
39a94ad2,24685265,062c154c,NYC,New York City,87,6.666666666666667,8.333333333333334,13,NA,NA,NA,NA,96,1,22,1,2,NA,0,250,6000,34730,63,33,38,25,34,32,25,0,0,0,0,0,0,0,49,51,19,2,62,3,29,2,1,24,97,0,25,2,0
55132aa4,24685265,062c154c,NYC,New York City,89,17,20.5,21.5,23,NA,NA,NA,96,0,19,2,2,NA,0,282,4644,28025,0,0,0,0,0,0,0,103,89,89,0,0,0,0,53,47,16,2,54,0,41,2,1,31,97,0,27,0,1
01717892,24685265,062c154c,NYC,New York City,93,13.666666666666666,14.666666666666666,7,NA,NA,NA,NA,83,4,23,2,2,NA,1,307,4713,26084,0,0,0,0,0,0,0,104,98,105,0,0,0,0,49,51,4,2,75,2,20,1,1,19,86,0,14,1,0
48a08637,24685265,062c154c,NYC,New York City,89,5.666666666666667,12.333333333333334,13,NA,13,13,14,99,0,20,1,2,NA,0,281,5246,29722,75,38,38,37,41,26,26,0,0,0,0,0,0,0,54,46,29,0,48,0,49,1,2,18,99,0,53,0,1
2cbc4112,24685265,062c154c,NYC,New York City,91,10.333333333333334,14.666666666666666,14,NA,15,13,14,94,1,25,0,1,NA,0,314,4741,28641,63,41,46,37,44,43,40,0,0,0,0,0,0,0,48,52,10,1,62,2,29,4,2,24,95,0,23,1,0
2df378be,24685265,062c154c,NYC,New York City,84,26,16.5,23,22.5,NA,NA,NA,92,2,35,2,1,NA,1,248,4564,28335,0,0,0,0,0,0,0,0,0,0,81,80,62,25,53,47,10,0,75,0,23,0,2,31,94,0,19,2,0
ea7c6a3c,24685265,062c154c,NYC,New York City,92,1.6666666666666667,13.75,11,NA,NA,NA,NA,94,2,14,2,1,NA,1,82,5989,48309,0,0,0,0,0,0,0,26,24,28,0,0,0,0,54,46,6,0,79,0,20,1,0,33,96,0,29,4,1
67b67823,24685265,062c154c,NYC,New York City,89,10.666666666666666,12.25,10.5,NA,NA,NA,NA,98,0,15,1,1,NA,6,110,19074,36176,0,0,0,0,0,0,0,41,32,37,0,0,0,0,48,52,8,2,59,2,33,3,2,34,98,0,25,3,1
8b174abb,24685265,062c154c,NYC,New York City,91,8.666666666666666,14.666666666666666,17,NA,30,28,16,83,4,29,1,1,NA,0,387,5391,26599,42,48,60,56,62,67,52,0,0,0,0,0,0,0,46,54,7,1,67,3,25,2,3,26,87,0,14,1,1
1e99aa6c,24685265,062c154c,NYC,New York City,91,13,14.75,19,NA,NA,NA,NA,96,1,21,1,2,NA,1,165,8470,38055,0,0,0,0,0,0,0,54,56,55,0,0,0,0,51,49,18,2,61,1,34,2,1,38,97,0,24,1,0
b4fc91e0,24685265,062c154c,NYC,New York City,91,11,12.75,14.5,NA,NA,NA,NA,100,0,15,1,1,NA,9,117,12921,36239,0,0,0,0,0,0,0,36,38,42,0,0,0,0,53,47,12,1,66,3,27,3,0,36,100,0,14,2,0
1584a62c,24685265,062c154c,NYC,New York City,84,9.333333333333334,12,17,NA,NA,NA,NA,97,1,17,3,1,NA,4,121,5682,40739,3,0,0,0,0,0,0,22,46,50,0,0,0,0,42,58,3,3,73,0,23,1,1,32,97,0,16,2,0
33a025a8,24685265,062c154c,NYC,New York City,80,17,17,21.333333333333332,19.5,NA,NA,NA,87,1,42,5,2,NA,3,480,4856,28209,0,0,0,0,0,0,0,0,0,0,150,116,98,114,53,47,5,1,69,1,21,1,7,24,88,0,16,1,0
8baec79f,24685265,062c154c,NYC,New York City,59,NA,10,6.5,8,NA,NA,NA,89,3,19,1,1,NA,2,175,5868,29613,0,0,0,0,0,0,0,0,0,0,24,41,45,64,49,51,10,2,66,2,27,2,0,30,91,0,18,0,0
5c8d915d,24685265,062c154c,NYC,New York City,90,12.25,17,19.666666666666668,17.5,NA,NA,NA,82,1,49,5,2,NA,0,625,4269,28903,0,0,0,0,0,0,0,69,70,64,101,111,115,93,100,0,1,2,81,0,13,1,3,31,83,0,12,1,0
967d588c,24685265,062c154c,NYC,New York City,58,NA,4,5,6,NA,NA,NA,91,1,21,2,1,NA,6,170,8517,34384,0,0,0,0,0,0,0,0,0,0,49,47,47,27,51,49,12,1,75,0,22,2,0,28,92,0,22,0,1
c99d8859,24685265,062c154c,NYC,New York City,76,15,21.5,23,25,NA,NA,NA,94,1,24,2,2,NA,11,198,5540,36068,0,0,0,0,0,0,0,0,0,0,42,50,60,38,52,48,19,1,57,1,33,4,5,37,95,1,29,2,0
a8ad907f,03759bb1,062c154c,Charter School,New York City,85,NA,25.5,25.666666666666668,NA,NA,NA,NA,86,3,59,0,0,46,4,838,3693,16979,0,54,45,75,76,65,71,96,89,92,16,6,78,75,51,49,7,1,77,1,19,0,1,13,89,0,15,1,0
c92d979a,03759bb1,062c154c,Charter School,New York City,76,23.75,21.4,25.5,NA,26,19,19,78,3,44,0,1,35,15,405,2088,24437,0,19,32,42,41,44,56,39,59,70,2,0,0,0,50,50,6,2,80,1,14,2,1,15,81,0,15,0,0
dbad5cc0,03759bb1,062c154c,Charter School,New York City,73,NA,NA,NA,NA,11,11,27,81,1,14,0,0,100,1,105,9255,28256,0,30,12,12,16,15,0,0,0,20,0,0,0,0,50,50,5,2,55,1,37,2,3,24,82,0,9,1,0
63dadb8e,03759bb1,062c154c,Charter School,New York City,85,27,26.714285714285715,26.5,NA,29,29,29,83,5,102,0,3,38,9,1248,1935,16676,0,66,61,61,98,91,85,92,89,79,190,136,97,103,50,50,3,1,82,1,15,1,1,14,88,0,12,1,0
3fc3b5bb,03759bb1,062c154c,Charter School,New York City,88,23.25,23.2,21.5,NA,22,27,27,91,3,71,0,2,24,9,655,2608,18170,0,55,67,84,84,78,65,78,75,69,0,0,0,0,48,52,4,2,81,0,16,0,1,17,94,0,15,2,0
0f109a37,03759bb1,062c154c,Charter School,New York City,83,27.833333333333332,27.666666666666668,26,NA,NA,NA,NA,93,2,40,0,3,63,7,699,3100,15710,0,58,72,81,71,88,74,80,79,94,0,0,0,0,49,51,2,1,83,1,12,1,1,18,94,0,10,0,0
8fc8c87f,02becee6,062c154c,NYC,New York City,91,10.333333333333334,11.571428571428571,11.333333333333334,NA,13,15,13,86,0,43,1,2,NA,0,472,5095,29036,51,35,36,43,45,40,40,60,59,62,0,0,0,0,47,53,20,0,40,2,55,2,0,22,86,0,15,1,0
5eb8b7f7,02becee6,062c154c,NYC,New York City,90,9.333333333333334,15.666666666666666,16,NA,NA,NA,NA,95,1,21,1,1,NA,0,207,8843,34857,31,22,26,20,27,33,48,0,0,0,0,0,0,0,58,42,29,0,17,2,78,3,0,23,95,0,28,0,0
4f0e219e,02becee6,062c154c,NYC,New York City,93,11.333333333333334,13.666666666666666,17,NA,23,18,18,93,3,33,1,1,NA,0,358,7322,27607,0,54,67,54,54,61,67,0,0,0,0,0,0,0,45,55,57,0,1,1,96,2,1,21,96,0,45,0,1
db0cb48e,02becee6,062c154c,NYC,New York City,91,9.333333333333334,9.333333333333334,14,NA,13,14,11,90,1,39,1,0,NA,0,328,5676,34755,48,34,48,53,38,54,53,0,0,0,0,0,0,0,49,51,33,0,8,1,90,1,0,28,91,0,26,0,0
30bd8a5e,02becee6,062c154c,NYC,New York City,92,10.666666666666666,13.333333333333334,19,NA,17,19,23,87,0,27,1,1,NA,1,334,7790,27875,27,48,34,56,49,47,73,0,0,0,0,0,0,0,52,48,51,0,3,1,94,1,1,17,87,0,34,0,0
4f0f38df,02becee6,062c154c,NYC,New York City,92,15,14.666666666666666,21,NA,16,16,18,90,1,43,1,2,NA,0,485,5058,28757,48,69,62,62,86,76,82,0,0,0,0,0,0,0,49,51,39,1,3,2,92,2,0,22,92,0,33,0,0
4f2a26fd,02becee6,062c154c,NYC,New York City,91,8.333333333333334,9.666666666666666,17,NA,15,15,13,91,1,45,1,3,NA,0,444,7351,39324,81,50,71,60,59,57,66,0,0,0,0,0,0,0,51,49,20,0,8,1,89,1,1,29,92,0,19,1,1
cd42084a,02becee6,062c154c,NYC,New York City,93,13,18.666666666666668,15,NA,NA,NA,NA,86,1,31,1,1,NA,0,286,8860,32003,50,35,40,48,37,44,31,0,0,0,0,0,0,0,53,47,46,0,6,2,88,2,1,15,87,0,32,0,0
3862a286,02becee6,062c154c,NYC,New York City,93,14.333333333333334,13.666666666666666,14,NA,NA,NA,NA,93,2,39,2,1,NA,2,304,6437,31491,0,0,0,0,0,0,0,102,91,110,0,0,0,0,54,46,39,1,4,2,91,2,0,21,95,0,40,0,0
65d2a013,02becee6,062c154c,NYC,New York City,89,9.666666666666666,15,15,NA,16,15,16,93,0,23,1,1,NA,0,335,6678,26750,34,46,46,44,56,63,46,0,0,0,0,0,0,0,53,47,51,1,11,0,85,1,1,17,94,0,48,0,0
8c86da9f,02becee6,062c154c,NYC,New York City,89,13,15.25,18,NA,NA,NA,NA,89,0,30,1,0,NA,4,303,5873,28834,0,0,0,0,0,0,0,96,97,109,0,0,0,0,55,45,47,1,8,1,88,1,2,21,89,0,37,1,0
0b560e8e,02becee6,062c154c,NYC,New York City,91,7.666666666666667,7,13,NA,NA,NA,NA,97,0,17,1,0,NA,0,204,5167,28926,31,23,28,23,39,35,25,0,0,0,0,0,0,0,49,51,38,0,34,1,62,3,1,18,97,0,46,1,0
0a76e652,02becee6,062c154c,NYC,New York City,92,13.666666666666666,9.666666666666666,19.5,NA,NA,NA,NA,91,3,28,1,1,NA,0,228,11951,31616,0,0,0,0,0,0,0,57,68,95,0,0,0,0,48,52,37,1,7,0,90,2,0,20,94,0,24,0,0
46c4fd0f,02becee6,062c154c,NYC,New York City,89,12.333333333333334,12.666666666666666,15,NA,NA,NA,NA,92,1,27,1,0,NA,2,196,6543,37603,0,0,0,0,0,0,0,47,81,68,0,0,0,0,60,40,30,3,10,3,82,3,0,22,93,0,26,1,0
698b2871,02becee6,062c154c,NYC,New York City,91,17.666666666666668,17.333333333333332,19,NA,23,22,23,75,1,35,1,1,NA,0,524,4844,22516,1,94,92,88,69,83,96,0,0,0,0,0,0,0,52,48,27,1,7,3,80,8,1,17,76,0,16,0,0
8ddf414d,02becee6,062c154c,NYC,New York City,89,4.333333333333333,10.333333333333334,11,NA,NA,NA,NA,91,1,17,1,0,NA,0,194,8956,31453,40,28,26,32,24,22,21,0,0,0,0,0,0,0,52,48,41,0,12,1,87,1,0,19,92,1,40,3,0
314efca5,02becee6,062c154c,NYC,New York City,91,17.5,18,21.5,NA,NA,NA,NA,84,2,60,4,1,NA,1,746,4524,24879,0,0,0,0,0,0,11,246,238,249,0,0,0,0,47,53,15,0,27,3,67,2,2,20,86,0,13,0,0
6392e08e,02becee6,062c154c,NYC,New York City,91,8.5,8.285714285714286,13.5,NA,11,7,14,91,0,38,1,1,NA,2,349,6089,32522,31,41,32,26,24,39,39,41,26,50,0,0,0,0,50,50,25,0,13,1,86,1,0,25,91,0,21,1,0
65682db3,02becee6,062c154c,NYC,New York City,95,11.666666666666666,15.75,19.5,NA,NA,NA,NA,89,2,36,1,1,NA,1,350,4190,27924,0,0,0,0,0,0,0,114,120,115,0,0,0,0,55,45,31,0,12,1,85,1,1,22,90,0,27,0,0
93848043,02becee6,062c154c,NYC,New York City,75,28,16.5,NA,17,NA,NA,NA,89,5,11,2,2,NA,0,105,7825,35737,0,0,0,0,0,0,0,0,0,0,26,37,20,22,53,47,36,0,20,0,80,0,0,19,93,0,21,1,0
3f4f2be5,02becee6,062c154c,NYC,New York City,91,18,15.5,22.25,19.5,NA,NA,NA,91,5,35,3,0,NA,1,350,6924,22357,0,0,0,0,0,0,0,0,0,0,86,97,86,80,62,38,20,0,31,9,53,4,2,17,96,0,12,0,0
0274bcff,02becee6,062c154c,NYC,New York City,87,25,25,20.666666666666668,23.5,NA,NA,NA,93,1,26,2,1,NA,1,273,4371,29974,0,0,0,0,0,0,0,0,0,0,79,69,77,48,58,42,41,1,13,1,74,3,8,23,94,0,28,1,0
3f3dafde,02becee6,062c154c,NYC,New York City,80,23,20,22.666666666666668,23.5,NA,NA,NA,90,1,44,3,1,NA,0,444,4880,24561,0,0,0,0,0,0,0,0,0,0,109,105,114,116,57,43,26,0,12,1,84,0,2,23,91,0,20,0,0
51716b7b,02becee6,062c154c,NYC,New York City,82,24,24.5,18.666666666666668,21,NA,NA,NA,91,2,27,3,0,NA,1,274,5141,28567,0,0,0,0,0,0,0,0,0,0,64,66,71,73,47,53,40,1,12,1,82,4,0,20,93,0,26,1,0
83f48ba9,02becee6,062c154c,NYC,New York City,89,14,15,15.666666666666666,14,NA,NA,NA,92,5,36,2,2,NA,0,432,4348,24252,0,0,0,0,0,0,0,0,0,0,114,109,109,100,67,33,22,1,19,3,69,4,5,18,97,0,18,0,0
b507e193,02becee6,062c154c,NYC,New York City,93,24.75,23.8,30.8,23,NA,NA,NA,72,6,32,1,1,NA,0,431,4085,20616,0,0,0,0,0,0,0,60,59,58,64,64,62,64,51,49,3,1,13,7,64,11,4,16,78,0,6,0,0
acdf8793,02becee6,062c154c,NYC,New York City,81,32,25.5,31,27.5,NA,NA,NA,93,1,39,5,1,NA,3,343,7905,29635,0,0,0,0,0,0,0,0,0,0,78,74,93,96,52,48,35,0,14,2,80,2,2,24,94,0,25,0,0
6934a78a,03759bb1,062c154c,Charter School,New York City,90,3,21.666666666666668,20,NA,NA,NA,NA,84,5,56,0,0,59,2,906,2436,17971,0,90,96,98,104,95,101,105,103,111,0,0,0,0,52,48,25,1,22,1,74,2,1,26,89,0,9,0,0
f6b2dd28,03759bb1,062c154c,Charter School,New York City,95,28.666666666666668,28.833333333333332,25,NA,NA,NA,NA,87,6,49,0,2,50,0,771,3606,15302,0,70,87,96,85,97,75,79,98,83,0,0,0,0,47,53,25,0,15,1,81,1,1,15,93,0,12,0,0
29d14e3a,03759bb1,062c154c,Charter School,New York City,91,NA,31.5,31,NA,NA,NA,NA,86,4,45,0,0,46,4,836,2107,14043,0,86,90,91,94,92,99,96,94,94,0,0,0,0,50,50,27,0,10,1,86,3,0,18,89,0,10,0,0
4f2c8926,03759bb1,062c154c,Charter School,New York City,65,20,22,23,26,NA,NA,NA,87,2,47,4,1,34,2,521,1247,21860,0,0,0,0,0,0,0,0,0,0,129,125,134,133,53,47,16,1,5,2,88,1,2,15,89,0,15,0,0
7398cfc3,03759bb1,062c154c,Charter School,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a14dc554,5ccd3c25,8af58576,NYC,New York City,93,22,22.333333333333332,27,29,NA,NA,NA,86,4,110,5,0,NA,2,1298,4432,25647,0,0,0,0,0,0,0,366,399,533,0,0,0,0,52,48,24,1,1,37,58,3,0,18,89,0,14,0,0
70a15a78,5ccd3c25,8af58576,NYC,New York City,92,18.333333333333332,19,22,NA,24,24,18,82,4,80,3,1,NA,0,1199,4075,25792,86,161,190,190,187,210,175,0,0,0,0,0,0,0,51,49,34,2,1,58,37,2,1,14,86,0,13,0,0
2484ad7e,5ccd3c25,8af58576,NYC,New York City,93,17.333333333333332,20.333333333333332,24,NA,24,20,21,84,3,59,1,1,NA,0,841,3830,25034,10,138,118,121,157,150,146,0,0,0,0,0,0,0,56,44,34,1,1,55,39,3,2,16,87,0,15,0,0
99686d36,5ccd3c25,8af58576,NYC,New York City,93,19.333333333333332,19.333333333333332,21,NA,NA,NA,NA,87,3,73,3,1,NA,0,931,4797,26975,69,125,138,146,136,170,147,0,0,0,0,0,0,0,48,52,31,0,8,25,61,5,0,20,90,0,21,0,1
9a247052,5ccd3c25,8af58576,NYC,New York City,91,18,19.666666666666668,20,NA,23,20,17,92,1,85,4,2,NA,0,1030,4003,28145,18,114,160,143,200,196,199,0,0,0,0,0,0,0,50,50,60,1,1,2,94,2,0,17,93,0,20,0,0
7679f355,5ccd3c25,8af58576,NYC,New York City,94,22.666666666666668,21.666666666666668,24,NA,19,19,15,96,1,86,3,2,NA,0,998,4063,26912,13,102,135,136,206,187,219,0,0,0,0,0,0,0,49,51,55,0,0,1,98,1,0,15,97,0,50,0,0
ae206b40,5ccd3c25,8af58576,NYC,New York City,94,16.333333333333332,16,22,NA,21,21,18,94,2,132,5,1,NA,0,1597,3720,28407,84,209,251,249,243,261,300,0,0,0,0,0,0,0,51,49,64,0,0,2,97,1,0,26,96,0,28,0,0
202ae26d,5ccd3c25,8af58576,NYC,New York City,92,NA,NA,NA,NA,14,15,17,91,3,27,1,1,NA,0,276,7241,37578,28,76,82,90,0,0,0,0,0,0,0,0,0,0,56,44,63,1,1,4,94,0,0,22,94,0,19,0,0
9a6723fa,5ccd3c25,8af58576,NYC,New York City,94,12.833333333333334,17.666666666666668,15,NA,24,23,21,48,2,102,3,1,NA,0,1219,3064,22075,11,122,121,163,127,124,139,136,137,139,0,0,0,0,49,50,9,0,1,24,30,42,3,18,50,0,6,0,0
7bda9144,5ccd3c25,8af58576,NYC,New York City,93,14.5,18.25,20,NA,NA,NA,NA,75,6,51,1,1,NA,0,776,3952,25139,44,93,94,115,98,125,116,91,0,0,0,0,0,0,53,47,15,1,1,36,48,13,2,18,80,0,5,0,0
c5ba8f91,5ccd3c25,8af58576,NYC,New York City,91,18.333333333333332,23.25,26,30,NA,NA,NA,95,1,180,6,0,NA,2,2171,3616,25394,0,0,0,0,0,0,0,648,749,770,0,0,0,0,50,50,44,0,1,3,94,1,0,18,96,0,32,0,0
70917873,5ccd3c25,8af58576,NYC,New York City,91,13.333333333333334,13,19,NA,18,22,20,83,1,34,1,1,NA,0,476,4665,29093,75,60,70,65,68,65,73,0,0,0,0,0,0,0,48,52,24,0,2,2,86,7,2,26,84,0,18,0,0
e7cdcbb5,5ccd3c25,8af58576,NYC,New York City,91,15,24.666666666666668,30,NA,NA,NA,NA,77,6,35,1,1,NA,0,516,5719,28513,63,65,60,66,73,98,91,0,0,0,0,0,0,0,51,49,27,2,1,6,63,28,1,15,83,0,13,0,0
0fcf3936,5ccd3c25,8af58576,NYC,New York City,93,23,25,27.5,NA,NA,NA,NA,76,5,122,6,1,NA,1,1649,3396,25654,0,0,0,0,0,0,0,429,569,646,0,0,0,0,53,47,17,0,0,29,59,11,1,19,81,0,9,0,0
c3837dd0,5ccd3c25,8af58576,NYC,New York City,91,16.333333333333332,20.75,25,NA,NA,NA,NA,86,1,66,2,1,NA,1,602,4439,30180,0,0,0,0,0,0,0,185,203,209,0,0,0,0,54,46,34,0,2,4,89,5,0,27,87,0,17,0,0
